CLAVE,CODIGO,ITEM,RESULTADO,DETALLES
29900000171488901012|5553098,29900000171488901012,5553098,INSPECCIÓN,Item: 5553098 - Tipo: ADHERIBLE - NOM: NOM-050-SCFI-2004 - Criterio: REVISADO - Descripción: SILLA PLEGABLE
29900000171489001010|5553098,29900000171489001010,5553098,INSPECCIÓN,Item: 5553098 - Tipo: ADHERIBLE - NOM: NOM-050-SCFI-2004 - Criterio: REVISADO - Descripción: SILLA PLEGABLE
29900000171489101017|5553098,29900000171489101017,5553098,INSPECCIÓN,Item: 5553098 - Tipo: ADHERIBLE - NOM: NOM-050-SCFI-2004 - Criterio: REVISADO - Descripción: SILLA PLEGABLE
29900000171489201014|5553098,29900000171489201014,5553098,INSPECCIÓN,Item: 5553098 - Tipo: ADHERIBLE - NOM: NOM-050-SCFI-2004 - Criterio: REVISADO - Descripción: SILLA PLEGABLE
29900000171489301011|5553098,29900000171489301011,5553098,INSPECCIÓN,Item: 5553098 - Tipo: ADHERIBLE - NOM: NOM-050-SCFI-2004 - Criterio: REVISADO - Descripción: SILLA PLEGABLE
29900000171489401018|5553098,29900000171489401018,5553098,INSPECCIÓN,Item: 5553098 - Tipo: ADHERIBLE - NOM: NOM-050-SCFI-2004 - Criterio: REVISADO - Descripción: SILLA PLEGABLE
29900000171489501015|5553098,29900000171489501015,5553098,INSPECCIÓN,Item: 5553098 - Tipo: ADHERIBLE - NOM: NOM-050-SCFI-2004 - Criterio: REVISADO - Descripción: SILLA PLEGABLE
29900000171489601012|5553098,29900000171489601012,5553098,INSPECCIÓN,Item: 5553098 - Tipo: ADHERIBLE - NOM: NOM-050-SCFI-2004 - Criterio: REVISADO - Descripción: SILLA PLEGABLE
29900000171489701019|5553098,29900000171489701019,5553098,INSPECCIÓN,Item: 5553098 - Tipo: ADHERIBLE - NOM: NOM-050-SCFI-2004 - Criterio: REVISADO - Descripción: SILLA PLEGABLE
29900000171489801016|5553098,29900000171489801016,5553098,INSPECCIÓN,Item: 5553098 - Tipo: ADHERIBLE - NOM: NOM-050-SCFI-2004 - Criterio: REVISADO - Descripción: SILLA PLEGABLE
29900000171483801010|4518513,29900000171483801010,4518513,CUMPLE,Item: 4518513 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: SACOS (BOLSAS) DE DORMIR
29900000171483901017|4518513,29900000171483901017,4518513,CUMPLE,Item: 4518513 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: SACOS (BOLSAS) DE DORMIR
29900000171484001015|4518513,29900000171484001015,4518513,CUMPLE,Item: 4518513 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: SACOS (BOLSAS) DE DORMIR
29900000171484101012|4518513,29900000171484101012,4518513,CUMPLE,Item: 4518513 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: SACOS (BOLSAS) DE DORMIR
29900000171484201019|4518513,29900000171484201019,4518513,CUMPLE,Item: 4518513 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: SACOS (BOLSAS) DE DORMIR
29900000171484301016|4518513,29900000171484301016,4518513,CUMPLE,Item: 4518513 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: SACOS (BOLSAS) DE DORMIR
29900000171484401013|4518513,29900000171484401013,4518513,CUMPLE,Item: 4518513 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: SACOS (BOLSAS) DE DORMIR
29900000171484501010|4518513,29900000171484501010,4518513,CUMPLE,Item: 4518513 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: SACOS (BOLSAS) DE DORMIR
29900000171484601017|4518513,29900000171484601017,4518513,CUMPLE,Item: 4518513 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: SACOS (BOLSAS) DE DORMIR
29900000171484701014|4518513,29900000171484701014,4518513,CUMPLE,Item: 4518513 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: SACOS (BOLSAS) DE DORMIR
29900000171484801011|4518513,29900000171484801011,4518513,CUMPLE,Item: 4518513 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: SACOS (BOLSAS) DE DORMIR
29900000171484901018|4518513,29900000171484901018,4518513,CUMPLE,Item: 4518513 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: SACOS (BOLSAS) DE DORMIR
29900000171485001016|4518513,29900000171485001016,4518513,CUMPLE,Item: 4518513 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: SACOS (BOLSAS) DE DORMIR
29900000171485101013|4518513,29900000171485101013,4518513,CUMPLE,Item: 4518513 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: SACOS (BOLSAS) DE DORMIR
29900000171485201010|4518513,29900000171485201010,4518513,CUMPLE,Item: 4518513 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: SACOS (BOLSAS) DE DORMIR
29900000171485301017|4518513,29900000171485301017,4518513,CUMPLE,Item: 4518513 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: SACOS (BOLSAS) DE DORMIR
29900000171485401014|4518513,29900000171485401014,4518513,CUMPLE,Item: 4518513 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: SACOS (BOLSAS) DE DORMIR
29900000171491701018|4666259,29900000171491701018,4666259,CUMPLE,Item: 4666259 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: PELOTA DE PADEL TUBO CON 3 PELOTAS
29900000171491901012|4666259,29900000171491901012,4666259,CUMPLE,Item: 4666259 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: PELOTA DE PADEL TUBO CON 3 PELOTAS
29900000171492101017|4666259,29900000171492101017,4666259,CUMPLE,Item: 4666259 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: PELOTA DE PADEL TUBO CON 3 PELOTAS
29900000171492201014|4666259,29900000171492201014,4666259,CUMPLE,Item: 4666259 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: PELOTA DE PADEL TUBO CON 3 PELOTAS
29900000171492301011|4666259,29900000171492301011,4666259,CUMPLE,Item: 4666259 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: PELOTA DE PADEL TUBO CON 3 PELOTAS
29900000171492401018|4666259,29900000171492401018,4666259,CUMPLE,Item: 4666259 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: PELOTA DE PADEL TUBO CON 3 PELOTAS
29900000171492501015|4666259,29900000171492501015,4666259,CUMPLE,Item: 4666259 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: PELOTA DE PADEL TUBO CON 3 PELOTAS
29900000171492601012|4666259,29900000171492601012,4666259,CUMPLE,Item: 4666259 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: PELOTA DE PADEL TUBO CON 3 PELOTAS
29900000171492701019|4666259,29900000171492701019,4666259,CUMPLE,Item: 4666259 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: PELOTA DE PADEL TUBO CON 3 PELOTAS
29900000171492801016|4666259,29900000171492801016,4666259,CUMPLE,Item: 4666259 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: PELOTA DE PADEL TUBO CON 3 PELOTAS
29900000171492901013|4666259,29900000171492901013,4666259,CUMPLE,Item: 4666259 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: PELOTA DE PADEL TUBO CON 3 PELOTAS
29900000171493001011|4666259,29900000171493001011,4666259,CUMPLE,Item: 4666259 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: PELOTA DE PADEL TUBO CON 3 PELOTAS
29900000171373201010|712785,29900000171373201010,712785,CUMPLE,Item: 712785 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: MARCUERNAS
29900000171373301017|712785,29900000171373301017,712785,CUMPLE,Item: 712785 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: MARCUERNAS
29900000171373401014|712785,29900000171373401014,712785,CUMPLE,Item: 712785 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: MARCUERNAS
29900000171373501011|712785,29900000171373501011,712785,CUMPLE,Item: 712785 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: MARCUERNAS
29900000171373601018|712785,29900000171373601018,712785,CUMPLE,Item: 712785 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: MARCUERNAS
29900000171374301018|2017320,29900000171374301018,2017320,CUMPLE,Item: 2017320 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESAS DE 12 KG )
29900000171374401015|2017320,29900000171374401015,2017320,CUMPLE,Item: 2017320 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESAS DE 12 KG )
29900000171374501012|2017320,29900000171374501012,2017320,CUMPLE,Item: 2017320 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESAS DE 12 KG )
29900000171374601019|2017320,29900000171374601019,2017320,CUMPLE,Item: 2017320 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESAS DE 12 KG )
29900000171374701016|2017320,29900000171374701016,2017320,CUMPLE,Item: 2017320 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESAS DE 12 KG )
29900000171374801013|2017320,29900000171374801013,2017320,CUMPLE,Item: 2017320 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESAS DE 12 KG )
29900000171374901010|2017320,29900000171374901010,2017320,CUMPLE,Item: 2017320 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESAS DE 12 KG )
29900000171375001018|2017320,29900000171375001018,2017320,CUMPLE,Item: 2017320 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESAS DE 12 KG )
29900000171375101015|2017320,29900000171375101015,2017320,CUMPLE,Item: 2017320 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESAS DE 12 KG )
29900000171375201012|2017320,29900000171375201012,2017320,CUMPLE,Item: 2017320 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESAS DE 12 KG )
29900000171375301019|2017320,29900000171375301019,2017320,CUMPLE,Item: 2017320 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESAS DE 12 KG )
29900000171375401016|2017320,29900000171375401016,2017320,CUMPLE,Item: 2017320 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESAS DE 12 KG )
29900000171375501013|2017320,29900000171375501013,2017320,CUMPLE,Item: 2017320 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESAS DE 12 KG )
29900000171375601010|2017320,29900000171375601010,2017320,CUMPLE,Item: 2017320 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESAS DE 12 KG )
29900000171375701017|2017320,29900000171375701017,2017320,CUMPLE,Item: 2017320 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESAS DE 12 KG )
29900000171375801014|2017320,29900000171375801014,2017320,CUMPLE,Item: 2017320 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESAS DE 12 KG )
29900000171375901011|2017320,29900000171375901011,2017320,CUMPLE,Item: 2017320 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESAS DE 12 KG )
29900000171376001019|2017320,29900000171376001019,2017320,CUMPLE,Item: 2017320 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (PESAS DE 12 KG )
29900000171378401019|2916879,29900000171378401019,2916879,CUMPLE,Item: 2916879 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (TONESOFTBELL 2X 250G A 1 KG KG)
29900000171378501016|2916879,29900000171378501016,2916879,CUMPLE,Item: 2916879 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (TONESOFTBELL 2X 250G A 1 KG KG)
29900000171378601013|2916879,29900000171378601013,2916879,CUMPLE,Item: 2916879 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (TONESOFTBELL 2X 250G A 1 KG KG)
29900000171371201018|2705854,29900000171371201018,2705854,SIN DATOS,No se encontró información en el reporte
29900000171371301015|2705854,29900000171371301015,2705854,SIN DATOS,No se encontró información en el reporte
29900000171371401012|2705854,29900000171371401012,2705854,SIN DATOS,No se encontró información en el reporte
29900000171372401013|2963895,29900000171372401013,2963895,CUMPLE,Item: 2963895 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: TIENDAS DE CAMPAÑA
29900000171372501010|2963895,29900000171372501010,2963895,CUMPLE,Item: 2963895 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: TIENDAS DE CAMPAÑA
29900000171372601017|2963895,29900000171372601017,2963895,CUMPLE,Item: 2963895 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: TIENDAS DE CAMPAÑA
29900000171372701014|2963895,29900000171372701014,2963895,CUMPLE,Item: 2963895 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: TIENDAS DE CAMPAÑA
29900000171372801011|2963895,29900000171372801011,2963895,CUMPLE,Item: 2963895 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: TIENDAS DE CAMPAÑA
29900000171372901018|2963895,29900000171372901018,2963895,CUMPLE,Item: 2963895 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: TIENDAS DE CAMPAÑA
29900000171373001016|2963895,29900000171373001016,2963895,CUMPLE,Item: 2963895 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: TIENDAS DE CAMPAÑA
29900000171373101013|2963895,29900000171373101013,2963895,CUMPLE,Item: 2963895 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: TIENDAS DE CAMPAÑA
29900000171378201015|2611361,29900000171378201015,2611361,CUMPLE,Item: 2611361 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: SOPORTE DE MURO PARA SACO DE BOX
29900000171378301012|2611361,29900000171378301012,2611361,CUMPLE,Item: 2611361 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: SOPORTE DE MURO PARA SACO DE BOX
29900000171378701010|2916886,29900000171378701010,2916886,CUMPLE,Item: 2916886 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (TONESOFTBELL 2 KG)
29900000171378801017|2916886,29900000171378801017,2916886,CUMPLE,Item: 2916886 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (TONESOFTBELL 2 KG)
29900000171378901014|2916886,29900000171378901014,2916886,CUMPLE,Item: 2916886 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (TONESOFTBELL 2 KG)
29900000171379001012|2916886,29900000171379001012,2916886,CUMPLE,Item: 2916886 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (TONESOFTBELL 2 KG)
29900000171379101019|2916886,29900000171379101019,2916886,CUMPLE,Item: 2916886 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (TONESOFTBELL 2 KG)
29900000171379201016|2916886,29900000171379201016,2916886,CUMPLE,Item: 2916886 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: ARTICULOS PARA LA CULTURA FISICA (TONESOFTBELL 2 KG)
29900000171382601014|2010655,29900000171382601014,2010655,INSPECCIÓN,Item: 2010655 - Tipo: ADHERIBLE - NOM: NOM-015-SCFI-2007 - Criterio:  - Descripción: DIANA PARA JUEGO DE DARDOS
29900000171488201013|5075743,29900000171488201013,5075743,CUMPLE,Item: 5075743 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: SILLA PLEGABLE
29900000171488301010|5075743,29900000171488301010,5075743,CUMPLE,Item: 5075743 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: SILLA PLEGABLE
29900000171488401017|5075743,29900000171488401017,5075743,CUMPLE,Item: 5075743 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: SILLA PLEGABLE
29900000171488501014|5075743,29900000171488501014,5075743,CUMPLE,Item: 5075743 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: SILLA PLEGABLE
29900000171488601011|5075743,29900000171488601011,5075743,CUMPLE,Item: 5075743 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: SILLA PLEGABLE
29900000171488701018|5075743,29900000171488701018,5075743,CUMPLE,Item: 5075743 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: SILLA PLEGABLE
29900000171491801015|4666259,29900000171491801015,4666259,CUMPLE,Item: 4666259 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: PELOTA DE PADEL TUBO CON 3 PELOTAS
29900000171492001010|4666259,29900000171492001010,4666259,CUMPLE,Item: 4666259 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: PELOTA DE PADEL TUBO CON 3 PELOTAS
29900000171493101018|4666269,29900000171493101018,4666269,CUMPLE,Item: 4666269 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: PELOTAS PARA PADEL
29900000171493201015|4666269,29900000171493201015,4666269,CUMPLE,Item: 4666269 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: PELOTAS PARA PADEL
29900000171493301012|4666269,29900000171493301012,4666269,CUMPLE,Item: 4666269 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: PELOTAS PARA PADEL
29900000171493401019|4666269,29900000171493401019,4666269,CUMPLE,Item: 4666269 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: PELOTAS PARA PADEL
29900000171493501016|4666269,29900000171493501016,4666269,CUMPLE,Item: 4666269 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: PELOTAS PARA PADEL
29900000171493601013|4666269,29900000171493601013,4666269,CUMPLE,Item: 4666269 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: PELOTAS PARA PADEL
29900000171493701010|4666269,29900000171493701010,4666269,CUMPLE,Item: 4666269 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: PELOTAS PARA PADEL
29900000171493801017|4666269,29900000171493801017,4666269,CUMPLE,Item: 4666269 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: PELOTAS PARA PADEL
29900000171493901014|4666269,29900000171493901014,4666269,CUMPLE,Item: 4666269 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: PELOTAS PARA PADEL
29900000171494001012|4666269,29900000171494001012,4666269,CUMPLE,Item: 4666269 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: PELOTAS PARA PADEL
29900000171494101019|4666269,29900000171494101019,4666269,CUMPLE,Item: 4666269 - Tipo: CUMPLE - NOM: NOM-050-SCFI-2004 - Criterio: CUMPLE - Descripción: PELOTAS PARA PADEL
29860000307699501012|5134087,29860000307699501012,5134087,INSPECCIÓN,Item: 5134087 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio:  - Descripción: CHAMARRA  PARA HOMBRE DE FIBRAS SINTETICAS
29860000307699601019|5134087,29860000307699601019,5134087,INSPECCIÓN,Item: 5134087 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio:  - Descripción: CHAMARRA  PARA HOMBRE DE FIBRAS SINTETICAS
29860000307699701016|5134087,29860000307699701016,5134087,INSPECCIÓN,Item: 5134087 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio:  - Descripción: CHAMARRA  PARA HOMBRE DE FIBRAS SINTETICAS
29860000307699801013|5134087,29860000307699801013,5134087,INSPECCIÓN,Item: 5134087 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio:  - Descripción: CHAMARRA  PARA HOMBRE DE FIBRAS SINTETICAS
29860000307699901010|5134087,29860000307699901010,5134087,INSPECCIÓN,Item: 5134087 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio:  - Descripción: CHAMARRA  PARA HOMBRE DE FIBRAS SINTETICAS
29860000307700001016|5134087,29860000307700001016,5134087,INSPECCIÓN,Item: 5134087 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio:  - Descripción: CHAMARRA  PARA HOMBRE DE FIBRAS SINTETICAS
29860000307700101013|5134087,29860000307700101013,5134087,INSPECCIÓN,Item: 5134087 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio:  - Descripción: CHAMARRA  PARA HOMBRE DE FIBRAS SINTETICAS
29860000307700201010|5134089,29860000307700201010,5134089,INSPECCIÓN,Item: 5134089 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio:  - Descripción: CHAMARRA  PARA HOMBRE DE FIBRAS SINTETICAS
29860000307700301017|5134089,29860000307700301017,5134089,INSPECCIÓN,Item: 5134089 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio:  - Descripción: CHAMARRA  PARA HOMBRE DE FIBRAS SINTETICAS
29860000307700401014|5134089,29860000307700401014,5134089,INSPECCIÓN,Item: 5134089 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio:  - Descripción: CHAMARRA  PARA HOMBRE DE FIBRAS SINTETICAS
29860000307700501011|5134089,29860000307700501011,5134089,INSPECCIÓN,Item: 5134089 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio:  - Descripción: CHAMARRA  PARA HOMBRE DE FIBRAS SINTETICAS
29860000307700601018|5134089,29860000307700601018,5134089,INSPECCIÓN,Item: 5134089 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio:  - Descripción: CHAMARRA  PARA HOMBRE DE FIBRAS SINTETICAS
29860000307700701015|5134089,29860000307700701015,5134089,INSPECCIÓN,Item: 5134089 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio:  - Descripción: CHAMARRA  PARA HOMBRE DE FIBRAS SINTETICAS
29860000307700801012|5134089,29860000307700801012,5134089,INSPECCIÓN,Item: 5134089 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio:  - Descripción: CHAMARRA  PARA HOMBRE DE FIBRAS SINTETICAS
29860000307700901019|5134089,29860000307700901019,5134089,INSPECCIÓN,Item: 5134089 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio:  - Descripción: CHAMARRA  PARA HOMBRE DE FIBRAS SINTETICAS
29860000307701501012|4270728,29860000307701501012,4270728,INSPECCIÓN,Item: 4270728 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio: REVISADO - Descripción: FORRO POLAR PARA MUJER DE FIBRAS SINTETICAS
29860000307701601019|4270728,29860000307701601019,4270728,INSPECCIÓN,Item: 4270728 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio: REVISADO - Descripción: FORRO POLAR PARA MUJER DE FIBRAS SINTETICAS
29860000307701701016|4270728,29860000307701701016,4270728,INSPECCIÓN,Item: 4270728 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio: REVISADO - Descripción: FORRO POLAR PARA MUJER DE FIBRAS SINTETICAS
29860000307701801013|4270728,29860000307701801013,4270728,INSPECCIÓN,Item: 4270728 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio: REVISADO - Descripción: FORRO POLAR PARA MUJER DE FIBRAS SINTETICAS
29860000307701901010|4270728,29860000307701901010,4270728,INSPECCIÓN,Item: 4270728 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio: REVISADO - Descripción: FORRO POLAR PARA MUJER DE FIBRAS SINTETICAS
29860000307702001018|4270728,29860000307702001018,4270728,INSPECCIÓN,Item: 4270728 - Tipo: COSTURA - NOM: NOM-004-SE-2021 - Criterio: REVISADO - Descripción: FORRO POLAR PARA MUJER DE FIBRAS SINTETICAS
29860000307702301019|4270729,29860000307702301019,4270729,CUMPLE,Item: 4270729 - Tipo: CUMPLE - NOM: NOM-004-SE-2021 - Criterio: CUMPLE - Descripción: FORRO POLAR PARA MUJER DE FIBRAS SINTETICAS
